tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn,Churn_Probability,Revenue_At_Risk
23,54.4,1249.25,Month-to-month,DSL,Electronic check,0,0.328053451131161,214.1532928984219
4,72.75,317.75,Month-to-month,Fiber optic,Electronic check,0,0.7118013015307282,621.4025362363258
29,19.85,535.05,One year,No,Mailed check,0,0.04080651398230025,9.72011163058392
25,19.05,461.3,Month-to-month,No,Mailed check,0,0.09839421102596836,22.492916640536368
9,44.95,431.0,Month-to-month,DSL,Mailed check,1,0.30421754502659154,164.09494378734348
18,49.55,878.35,Month-to-month,DSL,Mailed check,1,0.25364000942390397,150.8143496034533
3,94.85,335.75,Month-to-month,Fiber optic,Electronic check,0,0.7378026311876932,839.7669548178324
69,46.25,3121.4,Two year,DSL,Bank transfer (automatic),0,0.014386678394512709,7.984606508954554
14,19.35,324.8,One year,No,Mailed check,0,0.0626913799902625,14.556938433738953
19,69.6,1394.55,Month-to-month,DSL,Mailed check,0,0.26526532286389554,221.54959765592554
39,90.7,3413.25,Month-to-month,Fiber optic,Electronic check,0,0.48111722335295287,523.6479858973539
31,101.4,3143.65,Month-to-month,Fiber optic,Electronic check,0,0.5536492434906288,673.6803994793972
24,20.25,439.75,One year,No,Mailed check,0,0.04725165062145186,11.482151101012802
14,48.8,664.4,Month-to-month,DSL,Bank transfer (automatic),0,0.2724050696380905,159.5204087800658
64,74.35,4759.55,Two year,DSL,Mailed check,0,0.01932077023731566,17.23799120573303
50,19.35,1033.0,One year,No,Mailed check,0,0.021964152665682548,5.100076248971488
52,68.75,3482.85,One year,DSL,Electronic check,0,0.08662529567243395,71.46586892975802
28,100.2,2688.45,One year,Fiber optic,Electronic check,0,0.3720380514717443,447.33855308962535
21,20.85,435.25,Two year,No,Credit card (automatic),0,0.023829013630422474,5.962019210331704
25,95.9,2448.75,Month-to-month,Fiber optic,Electronic check,1,0.5920391993565499,681.3187106195177
17,19.35,307.0,One year,No,Mailed check,0,0.057555130772408286,13.364301365353205
58,45.0,2689.35,One year,DSL,Credit card (automatic),0,0.03923118979796081,21.184842490898838
17,81.5,1329.2,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5091913978509988,497.9891870982768
51,25.5,1281.25,Two year,No,Mailed check,0,0.010562862514413242,3.232235929410452
72,48.9,3527.0,Two year,DSL,Mailed check,0,0.013588136571580966,7.97351854020371
52,84.1,4348.65,Month-to-month,Fiber optic,Electronic check,1,0.37764341606836527,381.1177354961942
27,19.6,561.15,Two year,No,Mailed check,0,0.02106287365297225,4.953987883179074
3,20.0,63.6,Month-to-month,No,Mailed check,0,0.17596060991836007,42.230546380406416
64,81.3,5129.3,Two year,DSL,Mailed check,0,0.019926431071179387,19.44022615304261
45,95.2,4285.8,Two year,Fiber optic,Credit card (automatic),0,0.08659631839764674,98.92763413747164
3,36.45,93.7,Month-to-month,DSL,Mailed check,1,0.3353894646139293,146.69935182213268
71,83.3,5894.5,Two year,DSL,Credit card (automatic),0,0.015366819186530932,15.36067245885632
1,25.05,25.05,Month-to-month,DSL,Mailed check,1,0.337395717078585,101.42115255382265
58,20.3,1160.75,Two year,No,Credit card (automatic),0,0.007869293573940301,1.9169599146118572
34,89.85,3091.75,Month-to-month,Fiber optic,Electronic check,0,0.518031728613952,558.541809791563
8,49.85,365.55,Month-to-month,DSL,Electronic check,1,0.42974621465725454,257.0741856079697
15,19.8,272.95,Month-to-month,No,Mailed check,0,0.12913302296040952,30.682006255393304
66,54.65,3632.0,Two year,DSL,Bank transfer (automatic),0,0.016335195538804186,10.712621234347784
12,29.35,381.2,Month-to-month,DSL,Credit card (automatic),0,0.25917884058301005,91.28278765333614
58,19.15,1035.5,Two year,No,Bank transfer (automatic),0,0.008148096335167412,1.8724325378214712
3,19.1,52.0,Two year,No,Mailed check,0,0.04254743829923176,9.75187285818392
43,55.55,2342.2,Month-to-month,DSL,Credit card (automatic),1,0.13338875146558676,88.91694172696013
9,80.55,653.9,Month-to-month,Fiber optic,Electronic check,0,0.6873818568370518,664.4233028186942
3,20.25,71.2,One year,No,Mailed check,0,0.08570479463661834,20.826265096698258
22,69.5,1498.2,One year,DSL,Bank transfer (automatic),1,0.12394164873206896,103.3673350425455
40,106.0,4178.65,One year,Fiber optic,Bank transfer (automatic),0,0.20198871032833435,256.92963953764126
68,25.5,1821.8,Two year,No,Bank transfer (automatic),0,0.006205002851403523,1.898730872529478
54,104.3,5278.15,Month-to-month,Fiber optic,Electronic check,1,0.38492746297108904,481.77521265461496
50,79.6,4024.2,Two year,DSL,Mailed check,0,0.02991947658855198,28.57908403738485
1,55.25,55.25,Month-to-month,DSL,Electronic check,0,0.4884475544640579,323.8407286096704
72,88.05,6520.8,Two year,DSL,Bank transfer (automatic),0,0.015850931189122043,16.74809389442635
40,20.4,854.9,One year,No,Bank transfer (automatic),0,0.029050135491871663,7.111473168410183
72,117.6,8308.9,Two year,Fiber optic,Bank transfer (automatic),0,0.04597248748624091,64.87637434058317
6,20.0,109.2,Month-to-month,No,Mailed check,0,0.1631597147379814,39.15833153711554
5,19.65,92.05,Month-to-month,No,Credit card (automatic),0,0.15875697196556532,37.4348939894803
48,70.55,3420.5,One year,DSL,Credit card (automatic),0,0.058449424208729284,49.483282535110206
1,93.85,93.85,Month-to-month,Fiber optic,Electronic check,1,0.7485095707811485,842.9714786137295
64,65.8,4068.0,One year,DSL,Mailed check,0,0.038250594703097086,30.20266957756546
17,20.05,337.9,One year,No,Credit card (automatic),0,0.05448032447403217,13.107966068452141
40,80.0,3168.75,Month-to-month,Fiber optic,Electronic check,0,0.4614878860651322,443.0283706225269
41,35.4,1412.4,One year,DSL,Credit card (automatic),0,0.061433825936518985,26.09708925783326
51,79.6,3974.7,One year,Fiber optic,Bank transfer (automatic),0,0.13859936872365922,132.39011700483928
41,80.25,3439.0,Month-to-month,Fiber optic,Electronic check,0,0.4542441636006468,437.43712954742284
1,50.45,50.45,Month-to-month,DSL,Mailed check,1,0.3635805103768318,220.11164098213396
2,20.45,42.45,Month-to-month,No,Mailed check,0,0.18070113363266088,44.344058193454984
68,79.6,5461.45,One year,Fiber optic,Credit card (automatic),0,0.08450635515192136,80.72047044111528
24,24.7,571.75,Two year,No,Mailed check,0,0.023547498662751565,6.9794786036395635
70,77.3,5498.2,Two year,DSL,Credit card (automatic),0,0.015414320227846078,14.298323443350021
3,29.75,96.85,Month-to-month,DSL,Electronic check,0,0.4446365234681537,158.73523887813087
2,44.9,111.05,Month-to-month,DSL,Bank transfer (automatic),0,0.3460744333582547,186.46490469342763
3,29.8,94.4,Month-to-month,DSL,Credit card (automatic),0,0.3153195030245668,112.7582542815851
7,74.65,521.1,Month-to-month,DSL,Electronic check,1,0.46500102131021204,416.54791488968795
13,71.95,923.85,Month-to-month,DSL,Electronic check,0,0.41718319202197773,360.1959679917756
7,20.75,141.1,Month-to-month,No,Mailed check,0,0.15951766513727006,39.71989861918024
12,56.3,628.65,Month-to-month,DSL,Mailed check,0,0.29591580843260107,199.92072017706528
53,105.25,5576.3,One year,Fiber optic,Electronic check,0,0.2212346928498475,279.4194170693574
12,94.2,1046.1,Month-to-month,Fiber optic,Electronic check,1,0.6810926576407017,769.9071401970493
63,19.55,1245.6,Two year,No,Mailed check,0,0.0071708958537688655,1.682292167294176
15,84.45,1287.85,Month-to-month,DSL,Mailed check,0,0.3035929751521816,307.6611210192208
36,53.65,1939.35,One year,DSL,Mailed check,0,0.08085319359281679,52.05328603505545
4,29.9,118.25,Month-to-month,DSL,Electronic check,0,0.4373309681553163,156.91435137412748
24,19.7,452.55,Two year,No,Mailed check,0,0.023032278627816608,5.444830667615846
61,43.7,2696.55,One year,DSL,Credit card (automatic),0,0.035739797415541334,18.741949764709876
16,55.3,875.35,Month-to-month,DSL,Electronic check,0,0.37737171700441047,250.42387140412677
65,19.85,1267.05,Two year,No,Credit card (automatic),0,0.0063613608939716145,1.5152761649440387
26,19.65,494.9,Two year,No,Credit card (automatic),0,0.020437275594034885,4.819109585073425
16,49.45,799.0,Month-to-month,DSL,Mailed check,0,0.26519987321080746,157.36960476329315
54,106.55,5763.3,One year,Fiber optic,Bank transfer (automatic),1,0.14235922538240642,182.02050557394483
1,20.1,20.1,Month-to-month,No,Mailed check,1,0.1849935861308553,44.620452974762294
5,20.45,106.9,Two year,No,Mailed check,0,0.04038122153265837,9.909551764114363
19,39.7,710.05,Month-to-month,DSL,Electronic check,0,0.34021552459775506,162.07867591837052
10,54.5,568.2,Month-to-month,DSL,Credit card (automatic),0,0.29407403879370286,192.32442137108166
23,83.8,1900.25,Month-to-month,Fiber optic,Electronic check,1,0.593443230563535,596.7665126546908
3,55.15,159.15,Month-to-month,DSL,Mailed check,1,0.3545276428232895,234.626394020453
72,111.6,8012.75,Two year,Fiber optic,Bank transfer (automatic),0,0.044794979176379285,59.98943611300713
10,86.65,856.65,Month-to-month,Fiber optic,Electronic check,1,0.6868053215588413,714.1401733568832
10,55.55,551.3,Month-to-month,DSL,Mailed check,0,0.30797783008368984,205.29802153378765
11,20.55,184.95,One year,No,Mailed check,0,0.06859931399784423,16.91659083186839
37,106.75,4056.75,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.388137295244791,497.2038752085773
17,62.1,1096.65,One year,DSL,Mailed check,0,0.1398491616777805,104.21559528228204
36,104.5,3684.95,Month-to-month,Fiber optic,Credit card (automatic),0,0.3833547708111723,480.7268825972101
17,101.8,1752.45,Month-to-month,Fiber optic,Electronic check,0,0.6551264906535182,800.3025209823379
66,110.6,7210.85,One year,Fiber optic,Credit card (automatic),0,0.10141743970588692,134.60122597765312
61,84.9,5264.5,One year,DSL,Bank transfer (automatic),0,0.04444032675124894,45.275804894172424
22,93.2,2157.3,Month-to-month,Fiber optic,Mailed check,0,0.4898067351796476,547.799852624918
1,24.4,24.4,Month-to-month,DSL,Electronic check,0,0.4536407056150985,132.82599860410082
6,70.55,433.95,Month-to-month,Fiber optic,Credit card (automatic),0,0.5696259933390161,482.245365960811
31,78.45,2435.15,Month-to-month,Fiber optic,Electronic check,1,0.52783635397511,496.9051436321686
68,85.0,5607.75,Two year,DSL,Credit card (automatic),0,0.01693301613839919,17.271676461167175
34,87.45,2874.15,Month-to-month,Fiber optic,Electronic check,1,0.5153167034163831,540.7733485651524
52,85.8,4433.3,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.2680023232595926,275.93519202807653
10,91.1,964.35,Month-to-month,Fiber optic,Electronic check,0,0.6911251642990778,755.5380296117518
29,70.75,1974.8,Month-to-month,Fiber optic,Electronic check,1,0.5342486096692596,453.57706960920143
72,20.1,1460.85,Two year,No,Bank transfer (automatic),0,0.005368102491254826,1.2947863208906643
47,20.05,951.55,One year,No,Mailed check,0,0.02407955196906209,5.793540203756339
24,74.8,1821.2,One year,DSL,Mailed check,0,0.12225819181196507,109.73895297041983
65,24.8,1600.95,One year,No,Credit card (automatic),0,0.013552953877426097,4.033359073922006
4,100.85,399.25,Month-to-month,Fiber optic,Mailed check,0,0.6317076089624069,764.4925483663047
12,101.35,1218.55,Month-to-month,Fiber optic,Electronic check,1,0.6880863414271635,836.8506084437163
1,81.7,81.7,Month-to-month,Fiber optic,Electronic check,1,0.7380075655230061,723.5426172387552
33,68.25,2171.15,Month-to-month,Fiber optic,Electronic check,1,0.5011558490700283,410.4466403883532
34,105.1,3634.8,Month-to-month,Fiber optic,Electronic check,0,0.5352519396000726,675.0597462236115
14,20.4,292.4,Two year,No,Mailed check,0,0.03103135114116056,7.596474759356104
4,79.15,317.25,Month-to-month,Fiber optic,Electronic check,1,0.7177121356631461,681.6829864528562
13,20.0,218.55,One year,No,Mailed check,0,0.06467442045542528,15.521860909302067
65,79.4,5071.9,Two year,DSL,Bank transfer (automatic),0,0.018788772795330252,17.901942719390664
23,57.2,1423.35,One year,DSL,Credit card (automatic),0,0.1108622443378998,76.09584451353443
55,58.6,3068.6,Two year,DSL,Electronic check,0,0.037917682664184334,26.663714449454424
49,94.8,4690.65,Two year,Fiber optic,Electronic check,0,0.12721989328210642,144.72535059772426
60,102.5,6157.6,One year,Fiber optic,Bank transfer (automatic),0,0.11961620881591929,147.12793684358073
69,20.35,1442.65,One year,No,Credit card (automatic),0,0.011786724389921883,2.878318096018924
40,84.9,3369.05,Month-to-month,Fiber optic,Electronic check,0,0.46700881786868814,475.7885836446195
67,69.2,4671.65,Two year,DSL,Credit card (automatic),0,0.016259701359663436,13.502056009064518
35,95.45,3474.05,Month-to-month,Fiber optic,Electronic check,1,0.5167965654268778,591.9387860399459
19,100.95,1875.55,One year,Fiber optic,Electronic check,1,0.43850063800412636,531.1996728781987
13,20.85,272.35,Two year,No,Mailed check,0,0.032019076025334714,8.011172821538747
41,88.5,3645.05,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.3409454944062499,362.0841150594374
4,35.0,135.75,Month-to-month,DSL,Mailed check,0,0.32721847773676466,137.43176064944117
24,55.15,1319.85,Month-to-month,DSL,Electronic check,0,0.32214757829368096,213.19726731475805
5,50.95,229.4,Month-to-month,DSL,Credit card (automatic),0,0.322963737546552,197.4600291359619
5,64.0,370.25,Month-to-month,DSL,Electronic check,0,0.46808336275158663,359.48802259321855
1,69.1,69.1,Month-to-month,Fiber optic,Mailed check,1,0.6193203792445812,513.5404584696066
72,80.2,5714.2,Two year,DSL,Bank transfer (automatic),0,0.015305633450105008,14.730141632381061
24,49.3,1233.25,Month-to-month,DSL,Credit card (automatic),0,0.21021206908982923,124.36146007354296
42,84.35,3571.6,Two year,DSL,Credit card (automatic),0,0.036398082539693045,36.8421391466773
4,20.05,83.3,Month-to-month,No,Mailed check,0,0.17164024898514807,41.29664390582663
68,117.2,8035.95,One year,Fiber optic,Credit card (automatic),0,0.09865090280069178,138.74262969889293
33,20.1,579.4,One year,No,Mailed check,0,0.03635542019007768,8.768927349846738
1,69.6,69.6,Month-to-month,Fiber optic,Electronic check,1,0.7272717538709039,607.4173688329789
31,103.45,3066.45,One year,Fiber optic,Electronic check,1,0.3544109277805968,439.96572574683285
4,77.95,305.55,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.6022346920316086,563.3303309263667
69,109.95,7634.25,Two year,Fiber optic,Electronic check,0,0.07846131530036454,103.52185940730098
38,94.75,3653.0,Month-to-month,Fiber optic,Electronic check,0,0.4932741531358539,560.8527121154659
3,80.0,241.3,Month-to-month,Fiber optic,Electronic check,0,0.7245823927494098,695.5990970394334
48,79.65,3870.3,Two year,DSL,Electronic check,0,0.050877462419340366,48.628678580405534
15,25.2,387.9,Two year,No,Mailed check,0,0.030774676242950588,9.306262095868258
25,19.9,527.5,One year,No,Credit card (automatic),0,0.04322720434021189,10.3226563964426
1,78.45,78.45,Month-to-month,Fiber optic,Electronic check,1,0.735150919060486,692.0710752035416
48,44.8,2104.55,Month-to-month,DSL,Electronic check,0,0.17970163067379302,96.60759665023112
1,20.3,20.3,Month-to-month,No,Mailed check,0,0.18513022635711654,45.09772314059359
1,19.2,19.2,Month-to-month,No,Electronic check,0,0.26991434526682545,62.18826514947658
37,80.05,3019.1,One year,Fiber optic,Electronic check,0,0.2916050894506228,280.11584892626826
66,107.35,7051.95,One year,Fiber optic,Bank transfer (automatic),0,0.10377283926182385,133.68017153708146
26,47.85,1190.5,One year,DSL,Bank transfer (automatic),0,0.10202182910069849,58.58093426962107
63,70.8,4448.8,One year,DSL,Credit card (automatic),0,0.03794400271597508,32.23722470749243
10,29.5,255.25,Month-to-month,DSL,Mailed check,1,0.2834120654344693,100.32787116380212
2,70.75,146.9,Month-to-month,DSL,Electronic check,1,0.49842081509873065,423.1592720188223
18,59.1,1011.05,Month-to-month,DSL,Credit card (automatic),0,0.2502345581184396,177.46634861759736
64,25.55,1714.95,Two year,No,Mailed check,0,0.007148613454692932,2.191764885208853
9,84.45,762.5,Month-to-month,Fiber optic,Electronic check,1,0.6911657351322712,700.4273559830436
28,20.25,535.35,Month-to-month,No,Mailed check,0,0.09106460649232967,22.12869937763611
1,75.55,75.55,Month-to-month,Fiber optic,Electronic check,0,0.7325851511675502,664.161698048501
4,85.65,338.9,Month-to-month,Fiber optic,Electronic check,1,0.7236394285781955,743.7566046926695
38,70.15,2497.35,One year,DSL,Credit card (automatic),1,0.07741302517700975,65.16628459400681
66,95.3,6273.4,One year,Fiber optic,Electronic check,0,0.15477149639733193,176.9966832799888
1,70.25,70.25,Month-to-month,Fiber optic,Electronic check,0,0.7278554089734591,613.582109764626
18,50.3,908.75,Month-to-month,DSL,Mailed check,0,0.25428373025992934,153.48565958489334
51,97.8,4913.3,Month-to-month,Fiber optic,Electronic check,1,0.3995872028269316,468.95554123768693
0,19.85,3623.95,Two year,No,Mailed check,0,0.046560942601925684,11.0908165277787
1,46.3,46.3,Month-to-month,DSL,Mailed check,1,0.3592416672235542,199.5946703094067
12,19.35,212.3,Two year,No,Bank transfer (automatic),0,0.032096486981030195,7.452804276995211
41,106.3,4443.45,Month-to-month,Fiber optic,Electronic check,1,0.4836238704247304,616.910609113786
12,25.0,316.2,Month-to-month,No,Electronic check,0,0.21378667442897745,64.13600232869322
55,20.3,1079.05,Two year,No,Mailed check,0,0.009151815446949246,2.229382242876836
7,75.35,564.65,Month-to-month,Fiber optic,Electronic check,0,0.6952927229452546,628.6836800870991
12,89.4,1095.65,Month-to-month,Fiber optic,Electronic check,1,0.6763511632594155,725.589527944701
68,88.0,6161.9,Two year,DSL,Credit card (automatic),0,0.01716073523415281,18.121736407265367
5,83.15,446.05,Month-to-month,Fiber optic,Credit card (automatic),1,0.5909078616053642,589.6078643098325
49,43.8,2106.05,Month-to-month,DSL,Mailed check,0,0.11454739703393094,60.2061118810341
40,62.05,2511.55,One year,DSL,Credit card (automatic),0,0.07074175602893044,52.67431153914161
16,20.1,318.6,One year,No,Bank transfer (automatic),0,0.058247203918641174,14.049225585176252
10,74.15,811.8,Month-to-month,Fiber optic,Mailed check,1,0.5589015011104321,497.31055568806255
72,101.35,7323.15,One year,Fiber optic,Electronic check,0,0.13562169831512091,164.94310949085005
2,84.05,186.05,Month-to-month,Fiber optic,Electronic check,0,0.734186665537193,740.5006708608129
23,20.9,454.0,Two year,No,Mailed check,0,0.023850613677630184,5.98173391034965
71,105.9,7521.95,One year,Fiber optic,Electronic check,0,0.14170334226287498,180.07660734766154
11,99.5,1056.95,Month-to-month,Fiber optic,Electronic check,1,0.6927744714575992,827.1727189203734
1,44.15,44.15,Month-to-month,DSL,Mailed check,1,0.357002801978132,189.14008448801434
16,53.9,834.15,Month-to-month,DSL,Mailed check,1,0.26914676521872727,174.0841277434728
1,85.45,85.45,Month-to-month,Fiber optic,Mailed check,1,0.6366217954840859,652.7919890893818
12,85.05,999.8,Month-to-month,Fiber optic,Credit card (automatic),0,0.5409383258632062,552.0816553759882
54,44.1,2369.7,One year,DSL,Bank transfer (automatic),0,0.04561757254897211,24.140819392916043
68,90.2,6297.65,Two year,Fiber optic,Credit card (automatic),0,0.04411575249789942,47.75089050372633
4,50.85,239.55,Month-to-month,DSL,Mailed check,1,0.34321703397401376,209.4310341309432
1,59.2,59.2,Month-to-month,DSL,Electronic check,1,0.4929194364972284,350.16996768763113
27,53.45,1461.45,Month-to-month,DSL,Mailed check,0,0.20842238639058633,133.68211863092208
21,19.95,416.4,Month-to-month,No,Mailed check,0,0.11008651774956077,26.35471234924485
13,83.2,1060.6,Month-to-month,Fiber optic,Electronic check,1,0.6634376801151451,662.376179826961
64,74.65,4869.35,Month-to-month,DSL,Credit card (automatic),0,0.08155409768995736,73.0561607106638
1,54.9,54.9,Month-to-month,DSL,Electronic check,1,0.4880513904294394,321.52825601491463
57,57.5,3265.95,Two year,DSL,Bank transfer (automatic),0,0.02162134128909773,14.918725489477433
21,103.9,2254.2,Month-to-month,Fiber optic,Electronic check,1,0.6294605227248803,784.8113797333807
19,19.65,358.15,Two year,No,Mailed check,0,0.02669535280813188,6.294764192157496
31,93.8,2939.8,One year,Fiber optic,Electronic check,0,0.34447351081660377,387.7393837751692
52,89.25,4652.4,Two year,DSL,Mailed check,0,0.02943241632447845,31.522117883516422
46,94.15,4408.45,One year,Fiber optic,Electronic check,0,0.2503843487199449,282.88423718379374
11,55.6,580.8,Month-to-month,DSL,Electronic check,0,0.4139198648968765,276.167333859196
53,48.7,2495.2,Month-to-month,DSL,Bank transfer (automatic),0,0.10291947121419907,60.14613897757795
11,19.25,180.3,Month-to-month,No,Mailed check,1,0.14308779603723668,33.053280884601676
57,104.9,5913.95,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.2554348860402158,321.5414345474237
2,75.45,158.4,Month-to-month,Fiber optic,Mailed check,1,0.6189550948910076,560.4019429143184
2,54.85,104.2,Month-to-month,DSL,Mailed check,1,0.3611814648425618,237.72964015937418
71,19.9,1389.35,Two year,No,Bank transfer (automatic),0,0.005527432586184846,1.319950901580941
1,19.4,19.4,Month-to-month,No,Mailed check,0,0.1845159593011689,42.955315325312114
68,25.05,1629.2,Two year,No,Credit card (automatic),0,0.0059492666128424885,1.788349543820452
72,84.45,6033.1,Two year,DSL,Mailed check,0,0.01592468306075349,16.13807381376759
2,19.3,44.4,Month-to-month,No,Mailed check,0,0.17993114339475272,41.67205281022473
1,95.1,95.1,Month-to-month,Fiber optic,Electronic check,1,0.7495740174351572,855.4138686970012
41,79.85,3320.75,One year,DSL,Bank transfer (automatic),0,0.07693608027119632,73.7201521158603
72,25.55,1867.7,Two year,No,Credit card (automatic),0,0.005285356094946121,1.6204901787104808
6,75.5,438.0,Month-to-month,Fiber optic,Electronic check,1,0.7018192513533452,635.8482417261307
4,73.75,325.45,Month-to-month,Fiber optic,Electronic check,1,0.7127297129998479,630.7657960048655
12,96.05,1148.1,Month-to-month,Fiber optic,Electronic check,1,0.6829102154398724,787.122314315997
58,68.4,3972.25,One year,DSL,Electronic check,0,0.07316686667942093,60.05536417046871
7,20.65,155.9,Month-to-month,No,Mailed check,0,0.15945693876630104,39.51342942628939
65,55.15,3673.15,Month-to-month,DSL,Mailed check,0,0.07736234870014914,51.1984023697587
1,70.6,70.6,Month-to-month,Fiber optic,Mailed check,0,0.6209211146411912,526.0443683240171
56,19.95,1126.75,One year,No,Credit card (automatic),0,0.017350356793208385,4.153675416294087
4,19.0,73.45,Month-to-month,No,Mailed check,0,0.17096501271139158,38.980022898197284
58,44.1,2413.05,One year,DSL,Mailed check,0,0.04144710156427521,21.93380614781444
62,107.6,6912.7,Two year,Fiber optic,Bank transfer (automatic),0,0.05870130020892992,75.79511882977032
26,61.55,1581.95,One year,DSL,Electronic check,0,0.16798487539448217,124.07362896636454
62,90.7,5586.45,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.21657542744835206,235.7206952347864
58,99.25,5846.65,One year,Fiber optic,Credit card (automatic),0,0.120207282084776,143.16687296296823
68,91.7,6424.7,Two year,DSL,Electronic check,0,0.029949555428421218,32.95649079343471
61,100.7,6018.65,One year,Fiber optic,Credit card (automatic),0,0.11156584372787337,134.8161655607622
42,78.45,3373.4,Two year,DSL,Credit card (automatic),0,0.03547218841088052,33.39351817000292
18,84.3,1537.9,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.504784559631152,510.64006052287334
56,19.55,1080.55,Two year,No,Bank transfer (automatic),0,0.008668552491497276,2.033642414505261
4,88.95,355.2,Month-to-month,Fiber optic,Electronic check,1,0.7266190534506166,775.5931776531883
4,20.45,82.85,Month-to-month,No,Credit card (automatic),0,0.16334233114570365,40.08420806315567
35,55.6,2016.45,One year,DSL,Credit card (automatic),0,0.07921988430958794,52.85550681135708
64,86.8,5327.25,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.2035855196375074,212.0546772544277
31,20.95,683.25,One year,No,Mailed check,0,0.03868321094716856,9.724959232118177
67,20.05,1263.05,Two year,No,Bank transfer (automatic),0,0.006239793190665676,1.5012942416741617
4,50.7,151.3,Month-to-month,DSL,Credit card (automatic),1,0.32937744120852674,200.39323523126768
70,113.65,7714.65,Two year,Fiber optic,Electronic check,0,0.07748688612723836,105.67661530032768
3,53.4,188.7,Month-to-month,DSL,Credit card (automatic),1,0.3388427148956792,217.1304117051512
53,101.9,5549.4,Month-to-month,Fiber optic,Electronic check,1,0.38954091893413967,476.330635672666
2,59.5,130.5,Two year,DSL,Mailed check,0,0.10766699734544058,76.87423610464457
29,87.8,2621.75,Month-to-month,Fiber optic,Credit card (automatic),0,0.41610601321065777,438.409295518749
47,41.9,1875.25,Two year,DSL,Mailed check,0,0.027687172799301808,13.921110483488949
68,83.0,5685.8,One year,Fiber optic,Electronic check,1,0.14015446212915103,139.59384428063444
12,69.85,837.5,Month-to-month,DSL,Mailed check,0,0.3088630071704775,258.8889726102942
8,56.3,401.5,Month-to-month,DSL,Bank transfer (automatic),0,0.31721773594232333,214.31230240263363
54,109.55,6118.95,Month-to-month,Fiber optic,Electronic check,0,0.3905734665063614,513.4478790692626
69,92.15,6480.9,Two year,Fiber optic,Mailed check,0,0.04582709482143583,50.67560145354375
26,69.5,1800.05,Month-to-month,DSL,Bank transfer (automatic),0,0.22227400365869945,185.37651905135536
72,97.0,7104.2,Two year,Fiber optic,Bank transfer (automatic),0,0.04204866787150347,48.944649402430045
70,58.35,4214.25,Two year,DSL,Bank transfer (automatic),0,0.014738230857506694,10.319709246426187
1,50.6,50.6,Month-to-month,DSL,Mailed check,1,0.36373775742853115,220.86156631060413
10,89.5,863.1,Month-to-month,Fiber optic,Electronic check,1,0.6895757544884378,740.6043603205821
28,70.4,1992.2,One year,Fiber optic,Bank transfer (automatic),0,0.23660198661429718,199.88135829175826
1,69.8,69.8,Month-to-month,Fiber optic,Electronic check,1,0.7274514233594009,609.3133122058341
21,94.3,1948.35,Month-to-month,Fiber optic,Electronic check,0,0.619261363831338,700.7561593115421
51,93.8,4750.95,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.2812588629599037,316.5849761476676
53,19.55,1007.9,One year,No,Bank transfer (automatic),0,0.01970078382613637,4.621803885611593
53,95.95,5036.9,One year,Fiber optic,Electronic check,0,0.21406145137133017,246.47035510894955
24,101.05,2391.8,Month-to-month,Fiber optic,Electronic check,1,0.6049293083968059,733.5372793619669
70,94.8,6859.05,Two year,DSL,Credit card (automatic),0,0.016664865274026445,18.95795073573248
61,107.75,6521.9,One year,Fiber optic,Electronic check,0,0.18396950268115464,237.87256696673293
11,54.6,617.85,One year,DSL,Mailed check,0,0.15860718395776727,103.91942692912912
2,71.3,157.75,Month-to-month,Fiber optic,Credit card (automatic),0,0.599884435602826,513.2611231017779
25,19.5,516.3,One year,No,Bank transfer (automatic),0,0.044847581044370116,10.494333964382609
41,56.3,2364.0,One year,DSL,Credit card (automatic),0,0.06712505000757225,45.349683785115815
18,94.7,1687.95,Month-to-month,Fiber optic,Electronic check,1,0.6408768172857063,728.2924151634767
72,104.15,7689.95,Two year,Fiber optic,Bank transfer (automatic),1,0.043372888434512674,54.20743596545394
71,90.55,6239.05,Two year,DSL,Credit card (automatic),0,0.015871750087813625,17.246243645418282
34,60.8,2042.05,One year,DSL,Mailed check,0,0.08804117118997827,64.23483850020814
29,98.8,2807.1,Month-to-month,Fiber optic,Credit card (automatic),0,0.4282613437723657,507.7466491765167
40,98.15,4116.8,One year,Fiber optic,Credit card (automatic),0,0.1900356054621383,223.8239361133065
36,35.35,1317.95,One year,DSL,Mailed check,0,0.07490252987584124,31.77365317333186
46,103.15,4594.65,One year,Fiber optic,Electronic check,0,0.25811430394415075,319.4938854220698
58,107.75,6332.75,One year,Fiber optic,Electronic check,0,0.19801672887507574,256.0356304354729
39,81.4,3213.75,One year,Fiber optic,Credit card (automatic),0,0.18312117143218046,178.8727602549539
4,61.45,229.55,Month-to-month,DSL,Credit card (automatic),1,0.34022231581179024,250.87993567961414
